DATE,GROUP ID,IMAGE,PDF-PAGE,C-PDF,C-DOCX,C-HTML,C-MD,C-TEX.ZIP,C-LATEX.PDF,C-PNG
11-2025,personal_cc9263,0,573,0,0,0,17,0,0,0
